A...1,B...2,E...5
513.6413043,239.8586957,434.0217391
513.8221344,239.9407115,434.173913
514.0029644,240.0227273,434.326087
514.1837945,240.1047431,434.4782609
514.3646245,240.1867589,434.6304348
514.5454545,240.2687747,434.7826087
514.7262846,240.3507905,434.9347826
514.9071146,240.4328063,435.0869565
515.0879447,240.5148221,435.2391304
515.2687747,240.5968379,435.3913043
515.4496047,240.6788538,435.5434783
515.6304348,240.7608696,435.6956522
515.8112648,240.8428854,435.8478261
515.9920949,240.9249012,436
516.1729249,241.006917,436.1521739
516.3537549,241.0889328,436.3043478
516.534585,241.1709486,436.4565217
516.715415,241.2529644,436.6086957
516.8962451,241.3349802,436.7608696
517.0770751,241.416996,436.9130435
517.2579051,241.4990119,437.0652174
517.4387352,241.5810277,437.2173913
517.6195652,241.6630435,437.3695652
517.8003953,241.7450593,437.5217391
517.9812253,241.8270751,437.673913
518.1620553,241.9090909,437.826087
518.3428854,241.9911067,437.9782609
518.5237154,242.0731225,438.1304348
518.7045455,242.1551383,438.2826087
518.8853755,242.2371542,438.4347826
519.0662055,242.31917,438.5869565
519.2470356,242.4011858,438.7391304
519.4278656,242.4832016,438.8913043
519.6086957,242.5652174,439.0434783
519.7895257,242.6472332,439.1956522
519.9703557,242.729249,439.3478261
520.1511858,242.8112648,439.5
520.3320158,242.8932806,439.6521739
520.5128458,242.9752964,439.8043478
520.6936759,243.0573123,439.9565217
520.8745059,243.1393281,440.1086957
521.055336,243.2213439,440.2608696
521.236166,243.3033597,440.4130435
521.416996,243.3853755,440.5652174
521.5978261,243.4673913,440.7173913
521.7786561,243.5494071,440.8695652
521.9594862,243.6314229,441.0217391
522.1403162,243.7134387,441.173913
522.3211462,243.7954545,441.326087
522.5019763,243.8774704,441.4782609
522.6828063,243.9594862,441.6304348
522.8636364,244.041502,441.7826087
523.0444664,244.1235178,441.9347826
523.2252964,244.2055336,442.0869565
523.4061265,244.2875494,442.2391304
523.5869565,244.3695652,442.3913043
523.7677866,244.451581,442.5434783
523.9486166,244.5335968,442.6956522
524.1294466,244.6156126,442.8478261
524.3102767,244.6976285,443
524.4911067,244.7796443,443.1521739
524.6719368,244.8616601,443.3043478
524.8527668,244.9436759,443.4565217
525.0335968,245.0256917,443.6086957
525.2144269,245.1077075,443.7608696
525.3952569,245.1897233,443.9130435
525.576087,245.2717391,444.0652174
525.756917,245.3537549,444.2173913
525.937747,245.4357708,444.3695652
526.1185771,245.5177866,444.5217391
526.2994071,245.5998024,444.673913
526.4802372,245.6818182,444.826087
526.6610672,245.763834,444.9782609
526.8418972,245.8458498,445.1304348
527.0227273,245.9278656,445.2826087
527.20355730000006,246.0098814,445.4347826
527.3843874,246.0918972,445.5869565
527.5652174,246.173913,445.7391304
527.7460474,246.2559289,445.8913043
527.9268775,246.3379447,446.0434783
528.1077075,246.4199605,446.1956522
528.2885375,246.5019763,446.3478261
528.4693676,246.5839921,446.5
528.6501976,246.6660079,446.6521739
528.8310277,246.7480237,446.8043478
529.0118577,246.8300395,446.9565217
529.1926877,246.9120553,447.1086957
529.3735178,246.9940711,447.2608696
529.5543478,247.076087,447.4130435
529.7351779,247.1581028,447.5652174
529.9160079,247.2401186,447.7173913
530.0968379,247.3221344,447.8695652
530.277668,247.4041502,448.0217391
530.458498,247.486166,448.173913
530.6393281,247.5681818,448.326087
530.8201581,247.6501976,448.4782609
531.0009881,247.7322134,448.6304348
531.1818182,247.8142292,448.7826087
531.3626482,247.8962451,448.9347826
531.5434783,247.9782609,449.0869565
531.7243083,248.0602767,449.2391304
531.9051383,248.1422925,449.3913043
532.0859684,248.2243083,449.5434783
532.2667984,248.3063241,449.6956522
532.4476285,248.3883399,449.8478261
532.6284585,248.4703557,450
532.8092885,248.5523715,450.1521739
532.9901186,248.6343874,450.3043478
533.1709486,248.7164032,450.4565217
533.3517787,248.798419,450.6086957
533.5326087,248.8804348,450.7608696
533.7134387,248.9624506,450.9130435
533.8942688,249.0444664,451.0652174
534.0750988,249.1264822,451.2173913
534.2559289,249.208498,451.3695652
534.4367589,249.2905138,451.5217391
534.6175889,249.3725296,451.673913
534.798419,249.4545455,451.826087
534.979249,249.5365613,451.9782609
535.1600791,249.6185771,452.1304348
535.3409091,249.7005929,452.2826087
535.5217391,249.7826087,452.4347826
535.7025692,249.8646245,452.5869565
535.8833992,249.9466403,452.7391304
536.0642292,250.0286561,452.8913043
536.2450593,250.1106719,453.0434783
536.4258893,250.1926877,453.1956522
536.6067194,250.2747036,453.3478261
536.7875494,250.3567194,453.5
536.9683794,250.4387352,453.6521739
537.1492095,250.520751,453.8043478
537.3300395,250.6027668,453.9565217
537.5108696,250.6847826,454.1086957
537.6916996,250.7667984,454.2608696
537.8725296,250.8488142,454.4130435
538.0533597,250.93083,454.5652174
538.2341897,251.0128458,454.7173913
538.4150198,251.0948617,454.8695652
538.5958498,251.1768775,455.0217391
538.7766798,251.2588933,455.173913
538.9575099,251.3409091,455.326087
539.1383399,251.4229249,455.4782609
539.31917,251.5049407,455.6304348
539.5,251.5869565,455.7826087
539.68083,251.6689723,455.9347826
539.8616601,251.7509881,456.0869565
540.0424901,251.833004,456.2391304
540.2233202,251.9150198,456.3913043
540.4041502,251.9970356,456.5434783
540.5849802,252.0790514,456.6956522
540.7658103,252.1610672,456.8478261
540.9466403,252.243083,457
541.1274704,252.3250988,457.1521739
541.3083004,252.4071146,457.3043478
541.4891304,252.4891304,457.4565217
541.6699605,252.5711462,457.6086957
541.8507905,252.6531621,457.7608696
542.0316206,252.7351779,457.9130435
542.2124506,252.8171937,458.0652174
542.3932806,252.8992095,458.2173913
542.5741107,252.9812253,458.3695652
542.7549407,253.0632411,458.5217391
542.9357708,253.1452569,458.673913
543.1166008,253.2272727,458.826087
543.2974308,253.3092885,458.9782609
543.4782609,253.3913043,459.1304348
543.6590909,253.4733202,459.2826087
543.8399209,253.555336,459.4347826
544.020751,253.6373518,459.5869565
544.201581,253.7193676,459.7391304
544.3824111,253.8013834,459.8913043
544.5632411,253.8833992,460.0434783
544.7440711,253.965415,460.1956522
544.9249012,254.0474308,460.3478261
545.1057312,254.1294466,460.5
545.2865613,254.2114625,460.6521739
545.4673913,254.2934783,460.8043478
545.6482213,254.3754941,460.9565217
545.8290514,254.4575099,461.1086957
546.0098814,254.5395257,461.2608696
546.1907115,254.6215415,461.4130435
546.3715415,254.7035573,461.5652174
546.5523715,254.7855731,461.7173913
546.7332016,254.8675889,461.8695652
546.9140316,254.9496047,462.0217391
547.0948617,255.0316206,462.173913
547.2756917,255.1136364,462.326087
547.4565217,255.1956522,462.4782609
547.6373518,255.277668,462.6304348
547.8181818,255.3596838,462.7826087
547.9990119,255.4416996,462.9347826
548.1798419,255.5237154,463.0869565
548.36067190000006,255.6057312,463.2391304
548.541502,255.687747,463.3913043
548.722332,255.7697628,463.5434783
548.9031621,255.8517787,463.6956522
549.0839921,255.9337945,463.8478261
549.2648221,256.0158103,464
549.4456522,256.0978261,464.1521739
549.6264822,256.1798419,464.3043478
549.8073123,256.2618577,464.4565217
549.9881423,256.3438735,464.6086957
550.1689723,256.4258893,464.7608696
550.3498024,256.5079051,464.9130435
550.5306324,256.5899209,465.0652174
550.7114625,256.6719368,465.2173913
550.8922925,256.7539526,465.3695652
551.0731225,256.8359684,465.5217391
551.2539526,256.9179842,465.673913
551.4347826,257,465.826087
551.6156126,257.0820158,465.9782609
551.79644269999994,257.1640316,466.1304348
551.9772727,257.2460474,466.2826087
552.1581028,257.3280632,466.4347826
552.3389328,257.4100791,466.5869565
552.5197628,257.4920949,466.7391304
552.7005929,257.5741107,466.8913043
552.8814229,257.6561265,467.0434783
553.062253,257.7381423,467.1956522
553.243083,257.8201581,467.3478261
553.423913,257.9021739,467.5
553.6047431,257.9841897,467.6521739
553.7855731,258.0662055,467.8043478
553.9664032,258.1482213,467.9565217
554.1472332,258.2302372,468.1086957
554.3280632,258.312253,468.2608696
554.5088933,258.3942688,468.4130435
554.6897233,258.4762846,468.5652174
554.8705534,258.5583004,468.7173913
555.0513834,258.6403162,468.8695652
555.2322134,258.722332,469.0217391
555.4130435,258.8043478,469.173913
555.5938735,258.8863636,469.326087
555.7747036,258.9683794,469.4782609
555.9555336,259.0503953,469.6304348
556.1363636,259.1324111,469.7826087
556.3171937,259.2144269,469.9347826
556.4980237,259.2964427,470.0869565
556.6788538,259.3784585,470.2391304
556.8596838,259.4604743,470.3913043
557.0405138,259.5424901,470.5434783
557.2213439,259.6245059,470.6956522
557.4021739,259.7065217,470.8478261
557.583004,259.7885375,471
557.763834,259.8705534,471.1521739
557.944664,259.9525692,471.3043478
558.1254941,260.034585,471.4565217
558.3063241,260.1166008,471.6086957
558.4871542,260.1986166,471.7608696
558.6679842,260.2806324,471.9130435
558.8488142,260.3626482,472.0652174
559.0296443,260.444664,472.2173913
559.2104743,260.5266798,472.3695652
559.3913043,260.6086957,472.5217391
559.5721344,260.6907115,472.673913
559.7529644,260.7727273,472.826087
559.9337945,260.8547431,472.9782609
560.1146245,260.9367589,473.1304348
560.2954545,261.0187747,473.2826087
560.4762846,261.1007905,473.4347826
560.6571146,261.1828063,473.5869565
560.8379447,261.2648221,473.7391304
561.0187747,261.3468379,473.8913043
561.1996047,261.4288538,474.0434783
561.3804348,261.5108696,474.1956522
561.5612648,261.5928854,474.3478261
561.7420949,261.6749012,474.5
561.9229249,261.756917,474.6521739
562.1037549,261.8389328,474.8043478
562.284585,261.9209486,474.9565217
562.465415,262.0029644,475.1086957
562.6462451,262.0849802,475.2608696
562.8270751,262.166996,475.4130435
563.0079051,262.2490119,475.5652174
563.1887352,262.3310277,475.7173913
563.3695652,262.4130435,475.8695652
563.5503953,262.4950593,476.0217391
563.7312253,262.5770751,476.173913
563.9120553,262.6590909,476.326087
564.0928854,262.7411067,476.4782609
564.2737154,262.8231225,476.6304348
564.4545455,262.9051383,476.7826087
564.6353755,262.9871542,476.9347826
564.8162055,263.06917,477.0869565
564.9970356,263.1511858,477.2391304
565.1778656,263.2332016,477.3913043
565.3586957,263.3152174,477.5434783
565.5395257,263.3972332,477.6956522
565.7203557,263.479249,477.8478261
565.9011858,263.5612648,478
566.0820158,263.6432806,478.1521739
566.2628458,263.7252964,478.3043478
566.4436759,263.8073123,478.4565217
566.6245059,263.8893281,478.6086957
566.805336,263.9713439,478.7608696
566.986166,264.0533597,478.9130435
567.166996,264.1353755,479.0652174
567.3478261,264.2173913,479.2173913
567.5286561,264.2994071,479.3695652
567.7094862,264.3814229,479.5217391
567.8903162,264.4634387,479.673913
568.0711462,264.5454545,479.826087
568.2519763,264.6274704,479.9782609
568.4328063,264.7094862,480.1304348
568.6136364,264.791502,480.2826087
568.7944664,264.8735178,480.4347826
568.9752964,264.9555336,480.5869565
569.1561265,265.0375494,480.7391304
569.3369565,265.1195652,480.8913043
569.5177866,265.201581,481.0434783
569.6986166,265.2835968,481.1956522
569.8794466,265.3656126,481.3478261
570.0602767,265.4476285,481.5
570.2411067,265.5296443,481.6521739
570.4219368,265.6116601,481.8043478
570.6027668,265.6936759,481.9565217
570.7835968,265.7756917,482.1086957
570.9644269,265.8577075,482.2608696
571.1452569,265.9397233,482.4130435
571.326087,266.0217391,482.5652174
571.506917,266.1037549,482.7173913
571.687747,266.1857708,482.8695652
571.8685771,266.2677866,483.0217391
572.0494071,266.3498024,483.173913
572.2302372,266.4318182,483.326087
572.4110672,266.513834,483.4782609
572.5918972,266.5958498,483.6304348
572.7727273,266.6778656,483.7826087
572.95355730000006,266.7598814,483.9347826
573.1343874,266.8418972,484.0869565
573.3152174,266.923913,484.2391304
573.4960474,267.0059289,484.3913043
573.6768775,267.0879447,484.5434783
573.8577075,267.1699605,484.6956522
574.0385375,267.2519763,484.8478261
574.2193676,267.3339921,485
574.4001976,267.4160079,485.1521739
574.5810277,267.4980237,485.3043478
574.7618577,267.5800395,485.4565217
574.9426877,267.6620553,485.6086957
575.1235178,267.7440711,485.7608696
575.3043478,267.826087,485.9130435
575.4851779,267.9081028,486.0652174
575.6660079,267.9901186,486.2173913
575.8468379,268.0721344,486.3695652
576.027668,268.1541502,486.5217391
576.208498,268.236166,486.673913
576.3893281,268.3181818,486.826087
576.5701581,268.4001976,486.9782609
576.7509881,268.4822134,487.1304348
576.9318182,268.5642292,487.2826087
577.1126482,268.6462451,487.4347826
577.2934783,268.7282609,487.5869565
577.4743083,268.8102767,487.7391304
577.6551383,268.8922925,487.8913043
577.8359684,268.9743083,488.0434783
578.0167984,269.0563241,488.1956522
578.1976285,269.1383399,488.3478261
578.3784585,269.2203557,488.5
578.5592885,269.3023715,488.6521739
578.7401186,269.3843874,488.8043478
578.9209486,269.4664032,488.9565217
579.1017787,269.548419,489.1086957
579.2826087,269.6304348,489.2608696
579.4634387,269.7124506,489.4130435
579.6442688,269.7944664,489.5652174
579.8250988,269.8764822,489.7173913
580.0059289,269.958498,489.8695652
580.1867589,270.0405138,490.0217391
580.3675889,270.1225296,490.173913
580.548419,270.2045455,490.326087
580.729249,270.2865613,490.4782609
580.9100791,270.3685771,490.6304348
581.0909091,270.4505929,490.7826087
581.2717391,270.5326087,490.9347826
581.4525692,270.6146245,491.0869565
581.6333992,270.6966403,491.2391304
581.8142292,270.7786561,491.3913043
581.9950593,270.8606719,491.5434783
582.1758893,270.9426877,491.6956522
582.3567194,271.0247036,491.8478261
582.5375494,271.1067194,492
582.7183794,271.1887352,492.1521739
582.8992095,271.270751,492.3043478
583.0800395,271.3527668,492.4565217
583.2608696,271.4347826,492.6086957
583.4416996,271.5167984,492.7608696
583.6225296,271.5988142,492.9130435
583.8033597,271.68083,493.0652174
583.9841897,271.7628458,493.2173913
584.1650198,271.8448617,493.3695652
584.3458498,271.9268775,493.5217391
584.5266798,272.0088933,493.673913
584.7075099,272.0909091,493.826087
584.8883399,272.1729249,493.9782609
585.06917,272.2549407,494.1304348
585.25,272.3369565,494.2826087
585.43083,272.4189723,494.4347826
585.6116601,272.5009881,494.5869565
585.7924901,272.583004,494.7391304
585.9733202,272.6650198,494.8913043
586.1541502,272.7470356,495.0434783
586.3349802,272.8290514,495.1956522
586.5158103,272.9110672,495.3478261
586.6966403,272.993083,495.5
586.8774704,273.0750988,495.6521739
587.0583004,273.1571146,495.8043478
587.2391304,273.2391304,495.9565217
587.4199605,273.3211462,496.1086957
587.6007905,273.4031621,496.2608696
587.7816206,273.4851779,496.4130435
587.9624506,273.5671937,496.5652174
588.1432806,273.6492095,496.7173913
588.3241107,273.7312253,496.8695652
588.5049407,273.8132411,497.0217391
588.6857708,273.8952569,497.173913
588.8666008,273.9772727,497.326087
589.0474308,274.0592885,497.4782609
589.2282609,274.1413043,497.6304348
589.4090909,274.2233202,497.7826087
589.5899209,274.305336,497.9347826
589.770751,274.3873518,498.0869565
589.951581,274.4693676,498.2391304
590.1324111,274.5513834,498.3913043
590.3132411,274.6333992,498.5434783
590.4940711,274.715415,498.6956522
590.6749012,274.7974308,498.8478261
590.8557312,274.8794466,499
591.0365613,274.9614625,499.1521739
591.2173913,275.0434783,499.3043478
591.3982213,275.1254941,499.4565217
591.5790514,275.2075099,499.6086957
591.7598814,275.2895257,499.7608696
591.9407115,275.3715415,499.9130435
592.1215415,275.4535573,500.0652174
592.3023715,275.5355731,500.2173913
592.4832016,275.6175889,500.3695652
592.6640316,275.6996047,500.5217391
592.8448617,275.7816206,500.673913
593.0256917,275.8636364,500.826087
593.2065217,275.9456522,500.9782609
593.3873518,276.027668,501.1304348
593.5681818,276.1096838,501.2826087
593.7490119,276.1916996,501.4347826
593.9298419,276.2737154,501.5869565
594.11067190000006,276.3557312,501.7391304
594.291502,276.437747,501.8913043
594.472332,276.5197628,502.0434783
594.6531621,276.6017787,502.1956522
594.8339921,276.6837945,502.3478261
595.0148221,276.7658103,502.5
595.1956522,276.8478261,502.6521739
595.3764822,276.9298419,502.8043478
595.5573123,277.0118577,502.9565217
595.7381423,277.0938735,503.1086957
595.9189723,277.1758893,503.2608696
596.0998024,277.2579051,503.4130435
596.2806324,277.3399209,503.5652174
596.4614625,277.4219368,503.7173913
596.6422925,277.5039526,503.8695652
596.8231225,277.5859684,504.0217391
597.0039526,277.6679842,504.173913
597.1847826,277.75,504.326087
597.3656126,277.8320158,504.4782609
597.54644269999994,277.9140316,504.6304348
597.7272727,277.9960474,504.7826087
597.9081028,278.0780632,504.9347826
598.0889328,278.1600791,505.0869565
598.2697628,278.2420949,505.2391304
598.4505929,278.3241107,505.3913043
598.6314229,278.4061265,505.5434783
598.812253,278.4881423,505.6956522
598.993083,278.5701581,505.8478261
599.173913,278.6521739,506
599.3547431,278.7341897,506.1521739
599.5355731,278.8162055,506.3043478
599.7164032,278.8982213,506.4565217
599.8972332,278.9802372,506.6086957
600.0780632,279.062253,506.7608696
600.2588933,279.1442688,506.9130435
600.4397233,279.2262846,507.0652174
600.6205534,279.3083004,507.2173913
600.8013834,279.3903162,507.3695652
600.9822134,279.472332,507.5217391
601.1630435,279.5543478,507.673913
601.3438735,279.6363636,507.826087
601.5247036,279.7183794,507.9782609
601.7055336,279.8003953,508.1304348
601.8863636,279.8824111,508.2826087
602.0671937,279.9644269,508.4347826
602.2480237,280.0464427,508.5869565
602.4288538,280.1284585,508.7391304
602.6096838,280.2104743,508.8913043
602.7905138,280.2924901,509.0434783
602.9713439,280.3745059,509.1956522
603.1521739,280.4565217,509.3478261
603.333004,280.5385375,509.5
603.513834,280.6205534,509.6521739
603.694664,280.7025692,509.8043478
603.8754941,280.784585,509.9565217
604.0563241,280.8666008,510.1086957
604.2371542,280.9486166,510.2608696
604.4179842,281.0306324,510.4130435
604.5988142,281.1126482,510.5652174
604.7796443,281.194664,510.7173913
604.9604743,281.2766798,510.8695652
605.1413043,281.3586957,511.0217391
605.3221344,281.4407115,511.173913
605.5029644,281.5227273,511.326087
605.6837945,281.6047431,511.4782609
605.8646245,281.6867589,511.6304348
606.0454545,281.7687747,511.7826087
606.2262846,281.8507905,511.9347826
606.4071146,281.9328063,512.0869565
606.5879447,282.0148221,512.2391304
606.7687747,282.0968379,512.3913043
606.9496047,282.1788538,512.5434783
607.1304348,282.2608696,512.6956522
607.3112648,282.3428854,512.8478261
607.4920949,282.4249012,513
607.6729249,282.506917,513.1521739
607.8537549,282.5889328,513.3043478
608.034585,282.6709486,513.4565217
608.215415,282.7529644,513.6086957
608.3962451,282.8349802,513.7608696
608.5770751,282.916996,513.9130435
608.7579051,282.9990119,514.0652174
608.9387352,283.0810277,514.2173913
609.1195652,283.1630435,514.3695652
609.3003953,283.2450593,514.5217391
609.4812253,283.3270751,514.673913
609.6620553,283.4090909,514.826087
609.8428854,283.4911067,514.9782609
610.0237154,283.5731225,515.1304348
610.2045455,283.6551383,515.2826087
610.3853755,283.7371542,515.4347826
610.5662055,283.81917,515.5869565
610.7470356,283.9011858,515.7391304
610.9278656,283.9832016,515.8913043
611.1086957,284.0652174,516.0434783
611.2895257,284.1472332,516.1956522
611.4703557,284.229249,516.3478261
611.6511858,284.3112648,516.5
611.8320158,284.3932806,516.6521739
612.0128458,284.4752964,516.8043478
612.1936759,284.5573123,516.9565217
612.3745059,284.6393281,517.1086957
612.555336,284.7213439,517.2608696
612.736166,284.8033597,517.4130435
612.916996,284.8853755,517.5652174
613.0978261,284.9673913,517.7173913
613.2786561,285.0494071,517.8695652
613.4594862,285.1314229,518.0217391
613.6403162,285.2134387,518.173913
613.8211462,285.2954545,518.326087
614.0019763,285.3774704,518.4782609
614.1828063,285.4594862,518.6304348
614.3636364,285.541502,518.7826087
614.5444664,285.6235178,518.9347826
614.7252964,285.7055336,519.0869565
614.9061265,285.7875494,519.2391304
615.0869565,285.8695652,519.3913043
615.2677866,285.951581,519.5434783
615.4486166,286.0335968,519.6956522
615.6294466,286.1156126,519.8478261
615.8102767,286.1976285,520
615.9911067,286.2796443,520.1521739
616.1719368,286.3616601,520.3043478
616.3527668,286.4436759,520.4565217
616.5335968,286.5256917,520.6086957
616.7144269,286.6077075,520.7608696
616.8952569,286.6897233,520.9130435
617.076087,286.7717391,521.0652174
617.256917,286.8537549,521.2173913
617.437747,286.9357708,521.3695652
617.6185771,287.0177866,521.5217391
617.7994071,287.0998024,521.673913
617.9802372,287.1818182,521.826087
618.1610672,287.263834,521.9782609
618.3418972,287.3458498,522.1304348
618.5227273,287.4278656,522.2826087
618.70355730000006,287.5098814,522.4347826
618.8843874,287.5918972,522.5869565
619.0652174,287.673913,522.7391304
619.2460474,287.7559289,522.8913043
619.4268775,287.8379447,523.0434783
619.6077075,287.9199605,523.1956522
619.7885375,288.0019763,523.3478261
619.9693676,288.0839921,523.5
620.1501976,288.1660079,523.6521739
620.3310277,288.2480237,523.8043478
620.5118577,288.3300395,523.9565217
620.6926877,288.4120553,524.1086957
620.8735178,288.4940711,524.2608696
621.0543478,288.576087,524.4130435
621.2351779,288.6581028,524.5652174
621.4160079,288.7401186,524.7173913
621.5968379,288.8221344,524.8695652
621.777668,288.9041502,525.0217391
621.958498,288.986166,525.173913
622.1393281,289.0681818,525.326087
622.3201581,289.1501976,525.4782609
622.5009881,289.2322134,525.6304348
622.6818182,289.3142292,525.7826087
622.8626482,289.3962451,525.9347826
623.0434783,289.4782609,526.0869565
623.2243083,289.5602767,526.2391304
623.4051383,289.6422925,526.3913043
623.5859684,289.7243083,526.5434783
623.7667984,289.8063241,526.6956522
623.9476285,289.8883399,526.8478261
624.1284585,289.9703557,527
624.3092885,290.0523715,527.1521739
624.4901186,290.1343874,527.3043478
624.6709486,290.2164032,527.4565217
624.8517787,290.298419,527.6086957
625.0326087,290.3804348,527.7608696
625.2134387,290.4624506,527.9130435
625.3942688,290.5444664,528.0652174
625.5750988,290.6264822,528.2173913
625.7559289,290.708498,528.3695652
625.9367589,290.7905138,528.5217391
626.1175889,290.8725296,528.673913
626.298419,290.9545455,528.826087
626.479249,291.0365613,528.9782609
626.6600791,291.1185771,529.1304348
626.8409091,291.2005929,529.2826087
627.0217391,291.2826087,529.4347826
627.2025692,291.3646245,529.5869565
627.3833992,291.4466403,529.7391304
627.5642292,291.5286561,529.8913043
627.7450593,291.6106719,530.0434783
627.9258893,291.6926877,530.1956522
628.1067194,291.7747036,530.3478261
628.2875494,291.8567194,530.5
628.4683794,291.9387352,530.6521739
628.6492095,292.020751,530.8043478
628.8300395,292.1027668,530.9565217
629.0108696,292.1847826,531.1086957
629.1916996,292.2667984,531.2608696
629.3725296,292.3488142,531.4130435
629.5533597,292.43083,531.5652174
629.7341897,292.5128458,531.7173913
629.9150198,292.5948617,531.8695652
630.0958498,292.6768775,532.0217391
630.2766798,292.7588933,532.173913
630.4575099,292.8409091,532.326087
630.6383399,292.9229249,532.4782609
630.81917,293.0049407,532.6304348
631,293.0869565,532.7826087
631.18083,293.1689723,532.9347826
631.3616601,293.2509881,533.0869565
631.5424901,293.333004,533.2391304
631.7233202,293.4150198,533.3913043
631.9041502,293.4970356,533.5434783
632.0849802,293.5790514,533.6956522
632.2658103,293.6610672,533.8478261
632.4466403,293.743083,534
632.6274704,293.8250988,534.1521739
632.8083004,293.9071146,534.3043478
632.9891304,293.9891304,534.4565217
633.1699605,294.0711462,534.6086957
633.3507905,294.1531621,534.7608696
633.5316206,294.2351779,534.9130435
633.7124506,294.3171937,535.0652174
633.8932806,294.3992095,535.2173913
634.0741107,294.4812253,535.3695652
634.2549407,294.5632411,535.5217391
634.4357708,294.6452569,535.673913
634.6166008,294.7272727,535.826087
634.7974308,294.8092885,535.9782609
634.9782609,294.8913043,536.1304348
635.1590909,294.9733202,536.2826087
635.3399209,295.055336,536.4347826
635.520751,295.1373518,536.5869565
635.701581,295.2193676,536.7391304
635.8824111,295.3013834,536.8913043
636.0632411,295.3833992,537.0434783
636.2440711,295.465415,537.1956522
636.4249012,295.5474308,537.3478261
636.6057312,295.6294466,537.5
636.7865613,295.7114625,537.6521739
636.9673913,295.7934783,537.8043478
637.1482213,295.8754941,537.9565217
637.3290514,295.9575099,538.1086957
637.5098814,296.0395257,538.2608696
637.6907115,296.1215415,538.4130435
637.8715415,296.2035573,538.5652174
638.0523715,296.2855731,538.7173913
638.2332016,296.3675889,538.8695652
638.4140316,296.4496047,539.0217391
638.5948617,296.5316206,539.173913
638.7756917,296.6136364,539.326087
638.9565217,296.6956522,539.4782609
639.1373518,296.777668,539.6304348
639.3181818,296.8596838,539.7826087
639.4990119,296.9416996,539.9347826
639.6798419,297.0237154,540.0869565
639.86067190000006,297.1057312,540.2391304
640.041502,297.187747,540.3913043
640.222332,297.2697628,540.5434783
640.4031621,297.3517787,540.6956522
640.5839921,297.4337945,540.8478261
640.7648221,297.5158103,541
640.9456522,297.5978261,541.1521739
641.1264822,297.6798419,541.3043478
641.3073123,297.7618577,541.4565217
641.4881423,297.8438735,541.6086957
641.6689723,297.9258893,541.7608696
641.8498024,298.0079051,541.9130435
642.0306324,298.0899209,542.0652174
642.2114625,298.1719368,542.2173913
642.3922925,298.2539526,542.3695652
642.5731225,298.3359684,542.5217391
642.7539526,298.4179842,542.673913
642.9347826,298.5,542.826087
643.1156126,298.5820158,542.9782609
643.29644269999994,298.6640316,543.1304348
643.4772727,298.7460474,543.2826087
643.6581028,298.8280632,543.4347826
643.8389328,298.9100791,543.5869565
644.0197628,298.9920949,543.7391304
644.2005929,299.0741107,543.8913043
644.3814229,299.1561265,544.0434783
644.562253,299.2381423,544.1956522
644.743083,299.3201581,544.3478261
644.923913,299.4021739,544.5
645.1047431,299.4841897,544.6521739
645.2855731,299.5662055,544.8043478
645.4664032,299.6482213,544.9565217
645.6472332,299.7302372,545.1086957
645.8280632,299.812253,545.2608696
646.0088933,299.8942688,545.4130435
646.1897233,299.9762846,545.5652174
646.3705534,300.0583004,545.7173913
646.5513834,300.1403162,545.8695652
646.7322134,300.222332,546.0217391
646.9130435,300.3043478,546.173913
647.0938735,300.3863636,546.326087
647.2747036,300.4683794,546.4782609
647.4555336,300.5503953,546.6304348
647.6363636,300.6324111,546.7826087
647.8171937,300.7144269,546.9347826
647.9980237,300.7964427,547.0869565
648.1788538,300.8784585,547.2391304
648.3596838,300.9604743,547.3913043
648.5405138,301.0424901,547.5434783
648.7213439,301.1245059,547.6956522
648.9021739,301.2065217,547.8478261
649.083004,301.2885375,548
649.263834,301.3705534,548.1521739
649.444664,301.4525692,548.3043478
649.6254941,301.534585,548.4565217
649.8063241,301.6166008,548.6086957
649.9871542,301.6986166,548.7608696
650.1679842,301.7806324,548.9130435
650.3488142,301.8626482,549.0652174
650.5296443,301.944664,549.2173913
650.7104743,302.0266798,549.3695652
650.8913043,302.1086957,549.5217391
651.0721344,302.1907115,549.673913
651.2529644,302.2727273,549.826087
651.4337945,302.3547431,549.9782609
651.6146245,302.4367589,550.1304348
651.7954545,302.5187747,550.2826087
651.9762846,302.6007905,550.4347826
652.1571146,302.6828063,550.5869565
652.3379447,302.7648221,550.7391304
652.5187747,302.8468379,550.8913043
652.6996047,302.9288538,551.0434783
652.8804348,303.0108696,551.1956522
653.0612648,303.0928854,551.3478261
653.2420949,303.1749012,551.5
653.4229249,303.256917,551.6521739
653.6037549,303.3389328,551.8043478
653.784585,303.4209486,551.9565217
653.965415,303.5029644,552.1086957
654.1462451,303.5849802,552.2608696
654.3270751,303.666996,552.4130435
654.5079051,303.7490119,552.5652174
654.6887352,303.8310277,552.7173913
654.8695652,303.9130435,552.8695652
655.0503953,303.9950593,553.0217391
655.2312253,304.0770751,553.173913
655.4120553,304.1590909,553.326087
655.5928854,304.2411067,553.4782609
655.7737154,304.3231225,553.6304348
655.9545455,304.4051383,553.7826087
656.1353755,304.4871542,553.9347826
656.3162055,304.56917,554.0869565
656.4970356,304.6511858,554.2391304
656.6778656,304.7332016,554.3913043
656.8586957,304.8152174,554.5434783
657.0395257,304.8972332,554.6956522
